date,year,month,day,category,amount,description
2019-01-19,2019,1,19,grocery,48.92,
2019-01-19,2019,1,19,hygiene,22.99,
2019-01-20,2019,1,20,travel,10.0,
2019-01-25,2019,1,25,travel,10.0,
2019-01-27,2019,1,27,grocery,34.64,
2019-01-27,2019,1,27,fuel,30.0,
2019-01-27,2019,1,27,travel,10.0,
2019-01-27,2019,1,27,outings,20.0,
2019-02-01,2019,2,1,grocery,1.85,
2019-02-01,2019,2,1,travel,17.55,
2019-02-03,2019,2,3,travel,18.5,
2019-02-04,2019,2,4,grocery,9.55,
2019-02-05,2019,2,5,grocery,1.85,
2019-02-06,2019,2,6,grocery,7.47,
2019-02-07,2019,2,7,grocery,1.85,
2019-02-08,2019,2,8,grocery,1.85,
2019-02-09,2019,2,9,outings,5.0,
2019-02-10,2019,2,10,grocery,32.36,
2019-02-10,2019,2,10,other,45.96,sapatilhas e meias
2019-02-11,2019,2,11,grocery,2.45,
2019-02-12,2019,2,12,grocery,1.75,
2019-02-13,2019,2,13,grocery,1.75,
2019-02-14,2019,2,14,grocery,1.75,
2019-02-15,2019,2,15,grocery,0.25,
2019-02-15,2019,2,15,fuel,20.0,
2019-02-15,2019,2,15,travel,10.0,
2019-02-15,2019,2,15,outings,1.65,
2019-02-16,2019,2,16,outings,5.3,
2019-02-17,2019,2,17,fuel,40.0,
2019-02-17,2019,2,17,travel,10.0,
2019-02-18,2019,2,18,grocery,1.75,
2019-02-19,2019,2,19,grocery,1.75,
2019-02-20,2019,2,20,grocery,4.4,
2019-02-20,2019,2,20,travel,6.73,
2019-02-20,2019,2,20,other,42.12,hospital+farmácia
2019-02-21,2019,2,21,grocery,0.7,
2019-02-22,2019,2,22,grocery,0.7,
2019-02-23,2019,2,23,grocery,16.5,
2019-02-24,2019,2,24,grocery,24.1,
2019-02-24,2019,2,24,other,7.0,boxers
2019-02-25,2019,2,25,grocery,0.7,
2019-02-26,2019,2,26,grocery,0.7,
2019-02-27,2019,2,27,grocery,1.15,
2019-02-28,2019,2,28,grocery,1.0,
2019-03-01,2019,3,1,grocery,12.0,
2019-03-01,2019,3,1,travel,19.51,
2019-03-01,2019,3,1,outings,7.75,
2019-03-02,2019,3,2,grocery,8.0,
2019-03-02,2019,3,2,fuel,20.0,
2019-03-02,2019,3,2,outings,15.0,
2019-03-02,2019,3,2,other,15.9,fato carnaval garrafa
2019-03-03,2019,3,3,travel,18.5,
2019-03-04,2019,3,4,grocery,0.45,
2019-03-05,2019,3,5,grocery,0.9,
2019-03-06,2019,3,6,grocery,1.4,
2019-03-07,2019,3,7,grocery,0.65,
2019-03-08,2019,3,8,grocery,20.65,
2019-03-08,2019,3,8,outings,3.0,
2019-03-08,2019,3,8,other,20.0,poker
2019-03-09,2019,3,9,grocery,16.55,
2019-03-09,2019,3,9,other,2.25,tuppware
2019-03-10,2019,3,10,outings,2.0,
2019-03-11,2019,3,11,grocery,1.15,
2019-03-11,2019,3,11,fuel,20.0,
2019-03-12,2019,3,12,grocery,0.55,
2019-03-13,2019,3,13,grocery,1.15,
2019-03-13,2019,3,13,other,50.0,dentista
2019-03-14,2019,3,14,grocery,0.7,
2019-03-15,2019,3,15,travel,10.0,
2019-03-15,2019,3,15,outings,3.7,
2019-03-16,2019,3,16,outings,9.7,
2019-03-17,2019,3,17,fuel,40.0,
2019-03-17,2019,3,17,travel,10.0,
2019-03-17,2019,3,17,outings,1.7,
2019-03-18,2019,3,18,grocery,3.6,
2019-03-18,2019,3,18,hygiene,6.0,
2019-03-19,2019,3,19,grocery,1.4,
2019-03-20,2019,3,20,grocery,0.7,
2019-03-21,2019,3,21,grocery,1.4,
2019-03-22,2019,3,22,grocery,1.15,
2019-03-22,2019,3,22,outings,1.0,
2019-03-23,2019,3,23,grocery,8.28,
2019-03-24,2019,3,24,outings,1.3,
2019-03-25,2019,3,25,grocery,9.02,
2019-03-25,2019,3,25,other,3.0,jornal
2019-03-26,2019,3,26,grocery,0.6,
2019-03-26,2019,3,26,other,10.91,futsal
2019-03-27,2019,3,27,grocery,5.24,
2019-03-28,2019,3,28,grocery,0.7,
2019-03-28,2019,3,28,outings,1.0,
2019-03-29,2019,3,29,grocery,6.45,
2019-03-29,2019,3,29,outings,2.4,
2019-03-30,2019,3,30,grocery,0.25,
2019-03-31,2019,3,31,grocery,14.83,
2019-03-31,2019,3,31,hygiene,3.79,
2019-05-01,2019,5,1,outings,2.2,
2019-05-01,2019,5,1,other,4.99,calções
2019-05-02,2019,5,2,grocery,0.7,
2019-05-02,2019,5,2,outings,1.1,
2019-05-03,2019,5,3,grocery,1.65,
2019-05-04,2019,5,4,outings,1.1,
2019-05-04,2019,5,4,other,12.0,raquetes+toalha
2019-05-05,2019,5,5,grocery,4.52,
2019-05-05,2019,5,5,fuel,30.0,
2019-05-05,2019,5,5,travel,5.4,
2019-05-06,2019,5,6,grocery,0.65,
2019-05-07,2019,5,7,grocery,1.15,
2019-05-08,2019,5,8,grocery,0.65,
2019-05-09,2019,5,9,grocery,6.75,
2019-05-10,2019,5,10,grocery,1.65,
2019-05-10,2019,5,10,travel,14.48,
2019-05-10,2019,5,10,outings,35.0,
2019-05-11,2019,5,11,outings,9.0,
2019-05-12,2019,5,12,travel,18.5,
2019-05-13,2019,5,13,grocery,1.45,
2019-05-14,2019,5,14,grocery,4.18,
2019-05-15,2019,5,15,grocery,0.85,
2019-05-15,2019,5,15,other,50.0,dentista
2019-05-16,2019,5,16,grocery,1.35,
2019-05-17,2019,5,17,travel,10.5,
2019-05-17,2019,5,17,outings,1.0,
2019-05-18,2019,5,18,outings,30.0,
2019-05-19,2019,5,19,travel,18.5,
2019-05-20,2019,5,20,grocery,1.15,
2019-05-20,2019,5,20,outings,1.1,
2019-05-21,2019,5,21,grocery,8.22,
2019-05-22,2019,5,22,grocery,0.95,
2019-05-23,2019,5,23,grocery,1.4,
2019-05-24,2019,5,24,grocery,1.85,
2019-05-24,2019,5,24,outings,15.05,
2019-05-24,2019,5,24,other,2.0,braga romana
2019-05-25,2019,5,25,grocery,5.2,
2019-05-25,2019,5,25,hygiene,9.31,
2019-05-26,2019,5,26,grocery,4.04,
2019-05-27,2019,5,27,grocery,0.7,
2019-05-28,2019,5,28,grocery,0.7,
2019-05-29,2019,5,29,grocery,0.7,
2019-05-30,2019,5,30,grocery,0.7,
2019-05-30,2019,5,30,outings,1.1,
2019-05-31,2019,5,31,grocery,0.7,
2019-05-31,2019,5,31,fuel,40.0,
2019-05-31,2019,5,31,outings,32.0,
2019-04-01,2019,4,1,grocery,1.15,
2019-04-01,2019,4,1,other,12.5,futsal
2019-04-02,2019,4,2,grocery,0.7,
2019-04-03,2019,4,3,grocery,1.15,
2019-04-03,2019,4,3,fuel,20.0,
2019-04-05,2019,4,5,travel,19.8,
2019-04-05,2019,4,5,outings,25.0,
2019-04-06,2019,4,6,outings,2.0,
2019-04-07,2019,4,7,travel,18.5,
2019-04-08,2019,4,8,grocery,9.74,
2019-04-09,2019,4,9,grocery,7.8,
2019-04-10,2019,4,10,grocery,2.87,
2019-04-11,2019,4,11,grocery,0.75,
2019-04-11,2019,4,11,outings,13.15,
2019-04-12,2019,4,12,grocery,1.13,
2019-04-13,2019,4,13,grocery,5.95,
2019-04-13,2019,4,13,other,86.96,mc_calças_sapatilha
2019-04-14,2019,4,14,outings,1.0,
2019-04-15,2019,4,15,grocery,0.9,
2019-04-16,2019,4,16,grocery,0.9,
2019-04-17,2019,4,17,grocery,1.15,
2019-04-17,2019,4,17,fuel,40.0,
2019-04-17,2019,4,17,other,50.0,dentista
2019-04-18,2019,4,18,grocery,7.1,
2019-04-18,2019,4,18,outings,2.0,
2019-04-19,2019,4,19,travel,10.0,
2019-04-19,2019,4,19,outings,6.7,
2019-04-20,2019,4,20,outings,6.7,
2019-04-21,2019,4,21,outings,9.0,
2019-04-22,2019,4,22,outings,2.7,
2019-04-23,2019,4,23,outings,2.7,
2019-04-24,2019,4,24,grocery,15.5,
2019-04-24,2019,4,24,outings,64.5,
2019-04-25,2019,4,25,fuel,40.0,
2019-04-25,2019,4,25,outings,8.4,
2019-04-26,2019,4,26,outings,1.7,
2019-04-27,2019,4,27,grocery,4.5,
2019-04-27,2019,4,27,outings,1.7,
2019-04-28,2019,4,28,travel,10.0,
2019-04-28,2019,4,28,outings,1.2,
2019-04-29,2019,4,29,grocery,12.4,
2019-04-30,2019,4,30,grocery,11.5,
2019-06-02,2019,6,2,grocery,11.51,
2019-06-02,2019,6,2,hygiene,0.59,
2019-06-02,2019,6,2,other,2.76,cola
2019-06-03,2019,6,3,grocery,1.0,
2019-06-03,2019,6,3,outings,13.61,
2019-06-03,2019,6,3,other,22.49,taberna belga  prozis
2019-06-04,2019,6,4,grocery,0.7,
2019-06-05,2019,6,5,grocery,0.7,
2019-06-05,2019,6,5,outings,2.0,
2019-06-06,2019,6,6,grocery,0.7,
2019-06-07,2019,6,7,grocery,0.7,
2019-06-07,2019,6,7,travel,10.0,
2019-06-07,2019,6,7,outings,10.65,
2019-06-08,2019,6,8,outings,36.8,
2019-06-08,2019,6,8,other,20.0,figueira+anos jonhy+fisio
2019-06-09,2019,6,9,outings,5.8,
2019-06-10,2019,6,10,fuel,50.0,
2019-06-10,2019,6,10,travel,10.0,
2019-06-10,2019,6,10,outings,1.3,
2019-06-10,2019,6,10,other,4.5,lavar carro
2019-06-11,2019,6,11,grocery,5.03,
2019-06-12,2019,6,12,grocery,1.15,
2019-06-13,2019,6,13,grocery,1.15,
2019-06-14,2019,6,14,grocery,1.4,
2019-06-14,2019,6,14,outings,6.55,
2019-06-15,2019,6,15,grocery,1.4,
2019-06-17,2019,6,17,grocery,1.4,
2019-06-18,2019,6,18,grocery,1.4,
2019-06-19,2019,6,19,grocery,1.4,
2019-06-19,2019,6,19,travel,9.8,
2019-06-19,2019,6,19,other,50.0,dentista
2019-06-20,2019,6,20,outings,3.4,
2019-06-21,2019,6,21,outings,13.4,
2019-06-21,2019,6,21,other,20.0,clizone
2019-06-22,2019,6,22,grocery,4.5,
2019-06-22,2019,6,22,outings,25.0,
2019-06-23,2019,6,23,outings,30.0,
2019-06-23,2019,6,23,other,93.0,relogio
2019-06-24,2019,6,24,travel,18.5,
2019-06-25,2019,6,25,grocery,6.82,
2019-06-25,2019,6,25,other,6.2,acessorios relogio
2019-06-26,2019,6,26,grocery,1.4,
2019-06-27,2019,6,27,grocery,1.4,
2019-06-28,2019,6,28,grocery,1.4,
2019-06-28,2019,6,28,outings,11.0,
2019-06-29,2019,6,29,grocery,20.29,
2019-07-01,2019,7,1,grocery,0.25,
2019-07-01,2019,7,1,outings,1.1,
2019-07-02,2019,7,2,grocery,1.4,
2019-07-03,2019,7,3,grocery,1.4,
2019-07-04,2019,7,4,grocery,1.4,
2019-07-04,2019,7,4,outings,25.0,
2019-07-05,2019,7,5,grocery,1.4,
2019-07-06,2019,7,6,other,105.0,casaco+calçoes
2019-07-07,2019,7,7,grocery,3.75,
2019-07-07,2019,7,7,hygiene,9.35,
2019-07-08,2019,7,8,grocery,1.85,
2019-07-09,2019,7,9,grocery,1.4,
2019-07-10,2019,7,10,grocery,2.2,
2019-07-11,2019,7,11,grocery,2.3,
2019-07-11,2019,7,11,fuel,20.0,
2019-07-12,2019,7,12,grocery,7.95,
2019-07-12,2019,7,12,travel,10.0,
2019-07-12,2019,7,12,outings,4.0,
2019-07-13,2019,7,13,outings,13.0,
2019-07-14,2019,7,14,fuel,30.0,
2019-07-14,2019,7,14,travel,10.0,
2019-07-15,2019,7,15,grocery,2.1,
2019-07-16,2019,7,16,grocery,11.97,
2019-07-16,2019,7,16,hygiene,1.95,
2019-07-16,2019,7,16,other,3.99,liq carro+vassoura
2019-07-17,2019,7,17,grocery,1.4,
2019-07-17,2019,7,17,other,50.0,dentista
2019-07-18,2019,7,18,grocery,1.4,
2019-07-19,2019,7,19,grocery,1.4,
2019-07-19,2019,7,19,outings,33.5,
2019-07-20,2019,7,20,grocery,13.92,
2019-07-20,2019,7,20,fuel,16.0,
2019-07-20,2019,7,20,outings,2.8,
2019-07-21,2019,7,21,outings,20.0,
2019-07-21,2019,7,21,other,2.2,bo-zen + piscina
2019-07-22,2019,7,22,grocery,2.1,
2019-07-23,2019,7,23,grocery,2.55,
2019-07-24,2019,7,24,grocery,2.1,
2019-07-26,2019,7,26,travel,10.5,
2019-07-26,2019,7,26,outings,17.0,
2019-07-27,2019,7,27,outings,34.0,
2019-07-28,2019,7,28,travel,17.7,
2019-07-29,2019,7,29,grocery,2.3,
2019-07-29,2019,7,29,outings,4.0,
2019-07-30,2019,7,30,grocery,1.85,
2019-07-31,2019,7,31,grocery,1.85,
2019-08-01,2019,8,1,grocery,2.1,
2019-08-02,2019,8,2,grocery,8.4,
2019-08-02,2019,8,2,fuel,20.0,
2019-08-02,2019,8,2,travel,10.0,
2019-08-02,2019,8,2,outings,10.0,
2019-08-03,2019,8,3,grocery,2.2,
2019-08-03,2019,8,3,outings,17.0,
2019-08-04,2019,8,4,grocery,2.0,
2019-08-04,2019,8,4,fuel,15.0,
2019-08-05,2019,8,5,grocery,2.3,
2019-08-06,2019,8,6,grocery,1.4,
2019-08-07,2019,8,7,grocery,1.4,
2019-08-08,2019,8,8,grocery,1.4,
2019-08-09,2019,8,9,grocery,7.95,
2019-08-09,2019,8,9,fuel,40.0,
2019-08-09,2019,8,9,travel,10.0,
2019-08-09,2019,8,9,outings,2.0,
2019-08-10,2019,8,10,grocery,24.0,
2019-08-11,2019,8,11,grocery,5.0,
2019-08-11,2019,8,11,outings,42.0,
2019-08-12,2019,8,12,grocery,13.0,
2019-08-14,2019,8,14,outings,60.0,
2019-08-14,2019,8,14,other,350.0,aparelho
2019-08-15,2019,8,15,outings,30.0,
2019-08-17,2019,8,17,grocery,6.5,
2019-08-18,2019,8,18,other,214.5,casa
2019-08-19,2019,8,19,grocery,1.9,
2019-08-19,2019,8,19,outings,7.0,
2019-08-19,2019,8,19,other,7.0,
2019-08-20,2019,8,20,grocery,2.9,
2019-08-21,2019,8,21,outings,3.3,
2019-08-22,2019,8,22,grocery,1.9,
2019-08-23,2019,8,23,grocery,1.9,
2019-08-23,2019,8,23,outings,20.0,
2019-08-24,2019,8,24,grocery,2.0,
2019-08-24,2019,8,24,outings,3.0,
2019-08-25,2019,8,25,travel,10.0,
2019-08-25,2019,8,25,outings,1.0,
2019-08-26,2019,8,26,grocery,15.87,
2019-08-26,2019,8,26,other,6.0,
2019-08-27,2019,8,27,grocery,1.6,
2019-08-28,2019,8,28,grocery,1.6,
2019-08-29,2019,8,29,grocery,1.6,
2019-08-30,2019,8,30,grocery,1.6,
2019-08-31,2019,8,31,grocery,36.0,
2019-08-31,2019,8,31,travel,2.0,
2019-08-31,2019,8,31,outings,24.0,
2019-09-02,2019,9,2,grocery,2.1,
2019-09-03,2019,9,3,grocery,2.1,
2019-09-04,2019,9,4,grocery,1.4,
2019-09-05,2019,9,5,grocery,1.4,
2019-09-06,2019,9,6,grocery,6.4,
2019-09-06,2019,9,6,outings,42.0,
2019-09-07,2019,9,7,grocery,7.0,
2019-09-07,2019,9,7,outings,5.0,
2019-09-09,2019,9,9,grocery,20.82,
2019-09-10,2019,9,10,grocery,1.4,
2019-09-11,2019,9,11,grocery,2.89,
2019-09-11,2019,9,11,other,50.0,dentista
2019-09-12,2019,9,12,grocery,14.5,
2019-09-12,2019,9,12,fuel,15.0,
2019-09-12,2019,9,12,outings,1.5,
2019-09-13,2019,9,13,grocery,1.4,
2019-09-13,2019,9,13,travel,9.8,
2019-09-13,2019,9,13,outings,4.0,
2019-09-14,2019,9,14,outings,40.0,
2019-09-15,2019,9,15,grocery,0.8,
2019-09-15,2019,9,15,travel,17.7,
2019-09-16,2019,9,16,grocery,3.34,
2019-09-16,2019,9,16,hygiene,3.29,
2019-09-17,2019,9,17,grocery,2.1,
2019-09-18,2019,9,18,grocery,2.1,
2019-09-19,2019,9,19,grocery,2.1,
2019-09-19,2019,9,19,other,30.0,consulta joelho
2019-09-20,2019,9,20,grocery,8.05,
2019-09-20,2019,9,20,outings,6.0,
2019-09-22,2019,9,22,grocery,28.72,
2019-09-22,2019,9,22,hygiene,10.87,
2019-09-23,2019,9,23,grocery,1.4,
2019-09-24,2019,9,24,grocery,1.4,
2019-09-24,2019,9,24,other,10.0,trotinetes
2019-09-25,2019,9,25,grocery,1.4,
2019-09-26,2019,9,26,grocery,1.4,
2019-09-27,2019,9,27,grocery,8.35,
2019-09-27,2019,9,27,outings,2.0,
2019-09-28,2019,9,28,grocery,9.5,
2019-09-28,2019,9,28,outings,6.0,
2019-09-29,2019,9,29,grocery,1.92,
2019-09-29,2019,9,29,outings,3.0,
2019-09-30,2019,9,30,grocery,1.4,
2019-10-01,2019,10,1,grocery,1.4,
2019-10-02,2019,10,2,grocery,2.4,
2019-10-02,2019,10,2,fuel,15.0,
2019-10-02,2019,10,2,outings,6.0,
2019-10-03,2019,10,3,grocery,1.65,
2019-10-03,2019,10,3,travel,10.0,
2019-10-03,2019,10,3,outings,1.0,
2019-10-04,2019,10,4,grocery,2.0,
2019-10-04,2019,10,4,hygiene,6.0,
2019-10-04,2019,10,4,outings,9.3,
2019-10-05,2019,10,5,grocery,2.4,
2019-10-05,2019,10,5,outings,5.5,
2019-10-06,2019,10,6,fuel,30.0,
2019-10-06,2019,10,6,outings,1.9,
2019-10-07,2019,10,7,grocery,1.4,
2019-10-07,2019,10,7,other,36.59,prozis; gearbest
2019-10-08,2019,10,8,grocery,8.5,
2019-10-09,2019,10,9,grocery,1.4,
2019-10-09,2019,10,9,other,67.5,telemovel+sapatilhas
2019-10-10,2019,10,10,grocery,4.7,
2019-10-10,2019,10,10,outings,1.2,
2019-10-10,2019,10,10,other,2.5,
2019-10-11,2019,10,11,grocery,1.4,
2019-10-11,2019,10,11,outings,37.1,
2019-10-13,2019,10,13,grocery,30.76,
2019-10-13,2019,10,13,hygiene,2.9,
2019-10-13,2019,10,13,outings,4.3,
2019-10-14,2019,10,14,grocery,2.1,
2019-10-15,2019,10,15,grocery,1.4,
2019-10-16,2019,10,16,grocery,1.4,
2019-10-16,2019,10,16,outings,5.0,
2019-10-17,2019,10,17,grocery,1.4,
2019-10-17,2019,10,17,other,45.0,consulta+medic
2019-10-18,2019,10,18,grocery,1.4,
2019-10-18,2019,10,18,fuel,30.0,
2019-10-18,2019,10,18,travel,10.0,
2019-10-18,2019,10,18,outings,18.3,
2019-10-19,2019,10,19,outings,4.5,
2019-10-21,2019,10,21,grocery,1.4,
2019-10-22,2019,10,22,grocery,1.4,
2019-10-23,2019,10,23,grocery,1.4,
2019-10-23,2019,10,23,other,50.0,dentista
2019-10-24,2019,10,24,grocery,16.4,
2019-10-25,2019,10,25,grocery,8.5,
2019-10-25,2019,10,25,fuel,15.0,
2019-10-25,2019,10,25,outings,2.0,
2019-10-26,2019,10,26,grocery,10.0,
2019-10-26,2019,10,26,travel,6.6,
2019-10-26,2019,10,26,outings,18.5,
2019-10-27,2019,10,27,grocery,7.5,
2019-10-28,2019,10,28,grocery,1.4,
2019-10-29,2019,10,29,grocery,1.4,
2019-10-30,2019,10,30,grocery,1.4,
2019-10-30,2019,10,30,other,8.6,disfarce hallowen
